# 9 1.0
# 9 1.0
-4.5 -4.5 0.00010365698999999999
-4.5 -3.5 0.00019468117000000001
-4.5 -2.5 0.0011540071
-4.5 -1.5 0.0023909812000000004
-4.5 -0.5 0.0011712784000000001
-4.5 0.5 0.0012494168
-4.5 1.5 0.0024247465000000004
-4.5 2.5 0.0011634129
-4.5 3.5 0.00019617092
-3.5 -4.5 0.00019570539
-3.5 -3.5 0.00036716391999999995
-3.5 -2.5 0.0021724205
-3.5 -1.5 0.0045292254
-3.5 -0.5 0.0022528442999999996
-3.5 0.5 0.002360592
-3.5 1.5 0.0045813131
-3.5 2.5 0.0022115418
-3.5 3.5 0.00037181682
-2.5 -4.5 0.0011591187
-2.5 -3.5 0.0021792502
-2.5 -2.5 0.012924598
-2.5 -1.5 0.026847156
-2.5 -0.5 0.01341111
-2.5 0.5 0.014157678000000002
-2.5 1.5 0.027239788
-2.5 2.5 0.01306299
-2.5 3.5 0.0022013782
-1.5 -4.5 0.0023873944
-1.5 -3.5 0.004504255900000001
-1.5 -2.5 0.026574026
-1.5 -1.5 0.055894296999999996
-1.5 -0.5 0.028792809000000003
-1.5 0.5 0.030155704999999998
-1.5 1.5 0.056754517000000004
-1.5 2.5 0.026835809
-1.5 3.5 0.0045021545
-0.5 -4.5 0.0011907209
-0.5 -3.5 0.0022509472
-0.5 -2.5 0.013278794
-0.5 -1.5 0.028556917999999997
-0.5 -0.5 0.016973979
-0.5 0.5 0.018070301
-0.5 1.5 0.028374606999999996
-0.5 2.5 0.013142251999999998
-0.5 3.5 0.0021985378
0.5 -4.5 0.0011828237
0.5 -3.5 0.0022609375
0.5 -2.5 0.01353157
0.5 -1.5 0.028580105
0.5 -0.5 0.017880986
0.5 0.5 0.016468928
0.5 1.5 0.0300004
0.5 2.5 0.013913145000000002
0.5 3.5 0.0023625853000000005
1.5 -4.5 0.0023926911
1.5 -3.5 0.0045098442
1.5 -2.5 0.026905944
1.5 -1.5 0.056384244
1.5 -0.5 0.03009078
1.5 0.5 0.029478892000000003
1.5 1.5 0.056782586
1.5 2.5 0.027071542
1.5 3.5 0.0045798214000000005
2.5 -4.5 0.0011592932
2.5 -3.5 0.0021813953
2.5 -2.5 0.012955223
2.5 -1.5 0.027195953999999998
2.5 -0.5 0.013902365
2.5 0.5 0.014101395000000001
2.5 1.5 0.027051411000000004
2.5 2.5 0.013033687
2.5 3.5 0.0022014396
3.5 -4.5 0.00019520131
3.5 -3.5 0.00036812132000000003
3.5 -2.5 0.002190888
3.5 -1.5 0.004561154300000001
3.5 -0.5 0.0022941422
3.5 0.5 0.0023945134
3.5 1.5 0.0045573815
3.5 2.5 0.0021959703000000003
3.5 3.5 0.00037064595
