# 9 1.0
# 9 1.0
-4.5 -4.5 0.00010377644000000001
-4.5 -3.5 0.00019636478
-4.5 -2.5 0.0011655187
-4.5 -1.5 0.0024086732999999997
-4.5 -0.5 0.0011928701
-4.5 0.5 0.0012252942
-4.5 1.5 0.0024095302
-4.5 2.5 0.0011580435
-4.5 3.5 0.00019478485
-3.5 -4.5 0.00019604324
-3.5 -3.5 0.00036733847999999996
-3.5 -2.5 0.0021817867
-3.5 -1.5 0.0045167519
-3.5 -0.5 0.0022700991000000003
-3.5 0.5 0.0024381935999999997
-3.5 1.5 0.0046441940999999995
-3.5 2.5 0.0022193583000000004
-3.5 3.5 0.00037435032
-2.5 -4.5 0.0011684537
-2.5 -3.5 0.0021845992
-2.5 -2.5 0.012931680000000001
-2.5 -1.5 0.026853885
-2.5 -0.5 0.01393379
-2.5 0.5 0.014180797000000002
-2.5 1.5 0.027586911999999998
-2.5 2.5 0.013290688000000002
-2.5 3.5 0.0022417522999999997
-1.5 -4.5 0.0024325731
-1.5 -3.5 0.0045223799
-1.5 -2.5 0.026916328
-1.5 -1.5 0.055772851000000005
-1.5 -0.5 0.029663315000000003
-1.5 0.5 0.029972079000000002
-1.5 1.5 0.058552189000000004
-1.5 2.5 0.028134935
-1.5 3.5 0.0047363645
-0.5 -4.5 0.0012376639
-0.5 -3.5 0.0022457685999999998
-0.5 -2.5 0.013514064000000001
-0.5 -1.5 0.028660652
-0.5 -0.5 0.016773748999999998
-0.5 0.5 0.016931373
-0.5 1.5 0.032129494
-0.5 2.5 0.015445465
-0.5 3.5 0.0025609802
0.5 -4.5 0.0011671599
0.5 -3.5 0.0023113253
0.5 -2.5 0.013616103000000001
0.5 -1.5 0.028999205
0.5 -0.5 0.015613755
0.5 0.5 0.016502155
0.5 1.5 0.027076412999999997
0.5 2.5 0.012556917
0.5 3.5 0.0021283543000000004
1.5 -4.5 0.002389231
1.5 -3.5 0.0046114267
1.5 -2.5 0.027378125
1.5 -1.5 0.057136775
1.5 -0.5 0.028737183999999995
1.5 0.5 0.028987706000000002
1.5 1.5 0.054816118
1.5 2.5 0.026083194000000004
1.5 3.5 0.0043888545999999995
2.5 -4.5 0.0011577758
2.5 -3.5 0.0022276702000000002
2.5 -2.5 0.013249523999999999
2.5 -1.5 0.027442734
2.5 -0.5 0.013571044999999999
2.5 0.5 0.013646691
2.5 1.5 0.02649879
2.5 2.5 0.01273158
2.5 3.5 0.0021392903
3.5 -4.5 0.0001956749
3.5 -3.5 0.00037575006999999994
3.5 -2.5 0.0022299377
3.5 -1.5 0.0046094406
3.5 -0.5 0.0022812497
3.5 0.5 0.0022971917
3.5 1.5 0.004482704400000001
3.5 2.5 0.0021619823000000003
3.5 3.5 0.00036328691
