# 9 1.0
# 9 1.0
-4.5 -4.5 0.00010358122999999999
-4.5 -3.5 0.00019491524999999996
-4.5 -2.5 0.0011559135
-4.5 -1.5 0.0023994586000000004
-4.5 -0.5 0.0011954783000000001
-4.5 0.5 0.0012229984
-4.5 1.5 0.002422703
-4.5 2.5 0.0011637976999999999
-4.5 3.5 0.00019601009
-3.5 -4.5 0.00019519381999999998
-3.5 -3.5 0.00037211249999999997
-3.5 -2.5 0.0022191357
-3.5 -1.5 0.0046421233
-3.5 -0.5 0.002383998
-3.5 0.5 0.0023116977000000004
-3.5 1.5 0.0045326418999999995
-3.5 2.5 0.0021836726
-3.5 3.5 0.00036754022000000006
-2.5 -4.5 0.001158281
-2.5 -3.5 0.0022090201
-2.5 -2.5 0.013216402
-2.5 -1.5 0.027721019
-2.5 -0.5 0.014503058
-2.5 0.5 0.013669652
-2.5 1.5 0.026827791
-2.5 2.5 0.012890256000000001
-2.5 3.5 0.0021770781
-1.5 -4.5 0.0023975307
-1.5 -3.5 0.004554491999999999
-1.5 -2.5 0.027355734
-1.5 -1.5 0.057940934
-1.5 -0.5 0.031841487
-1.5 0.5 0.029751371999999998
-1.5 1.5 0.055627715999999994
-1.5 2.5 0.026720364
-1.5 3.5 0.004513384799999999
-0.5 -4.5 0.0012082091999999999
-0.5 -3.5 0.0022918993
-0.5 -2.5 0.013849805000000001
-0.5 -1.5 0.029421132
-0.5 -0.5 0.018399075
-0.5 0.5 0.018653741
-0.5 1.5 0.02960513
-0.5 2.5 0.013718814999999999
-0.5 3.5 0.0023514032
0.5 -4.5 0.0011710709
0.5 -3.5 0.0022549449
0.5 -2.5 0.013074489
0.5 -1.5 0.027629098999999997
0.5 -0.5 0.015614714
0.5 0.5 0.01564006
0.5 1.5 0.028846279
0.5 2.5 0.013502772
0.5 3.5 0.0022379586999999998
1.5 -4.5 0.0023809577
1.5 -3.5 0.0044310001
1.5 -2.5 0.025969403999999998
1.5 -1.5 0.054363561
1.5 -0.5 0.027638877
1.5 0.5 0.03048797
1.5 1.5 0.057623334
1.5 2.5 0.027079775
1.5 3.5 0.0045537355
2.5 -4.5 0.0011567017
2.5 -3.5 0.0021451388
2.5 -2.5 0.012698096999999998
2.5 -1.5 0.026364559000000003
2.5 -0.5 0.012978611000000001
2.5 0.5 0.014312259
2.5 1.5 0.027638545000000004
2.5 2.5 0.013157257
2.5 3.5 0.0022139318
3.5 -4.5 0.00019507944
3.5 -3.5 0.00036307376000000005
3.5 -2.5 0.0021484904
3.5 -1.5 0.004458149000000001
3.5 -0.5 0.0022149955999999998
3.5 0.5 0.0023876710999999997
3.5 1.5 0.0046426102
3.5 2.5 0.0022136407
3.5 3.5 0.00037350808
